Code,Name,Country,Exchange,Currency,Type,Isin,ticker,name
JAV,Javelin Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000193757,JAV,Javelin Minerals Ltd
JAY,Jayride Group Ltd,Australia,AU,AUD,Common Stock,AU000000JAY4,JAY,Jayride Group Ltd
JBH,JB Hi-Fi Ltd,Australia,AU,AUD,Common Stock,AU000000JBH7,JBH,JB Hi-Fi Ltd
JBY,James Bay Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000290165,JBY,James Bay Minerals Ltd
JCS,Jcurve Solutions Ltd,Australia,AU,AUD,Common Stock,AU000000JCS2,JCS,Jcurve Solutions Ltd
JDO,Judo Capital Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000182271,JDO,Judo Capital Holdings Ltd
JDOPA,Judo Capital Holdings Ltd,Australia,AU,AUD,Common Stock,,JDOPA,Judo Capital Holdings Ltd
JEGA,JPM Global Equity Premium Income Complex ETF,Australia,AU,AUD,ETF,,JEGA,JPM Global Equity Premium Income Complex ETF
JEPI,JPMorgan Equity Premium Income Active ETF (Managed Fund),Australia,AU,AUD,ETF,AU0000242273,JEPI,JPMorgan Equity Premium Income Active ETF (Managed Fund)
JGH,Jade Gas Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000178477,JGH,Jade Gas Holdings Ltd
JGLO,Jpmorgan Global Select Equity Active ETF,Australia,AU,AUD,ETF,,JGLO,Jpmorgan Global Select Equity Active ETF
JHGA,JPM GBL Equity Premium Income Hedged Complex ETF,Australia,AU,AUD,ETF,,JHGA,JPM GBL Equity Premium Income Hedged Complex ETF
JHLO,Jpmorgan Global Select Equity (Hedged) Active ETF,Australia,AU,AUD,ETF,,JHLO,Jpmorgan Global Select Equity (Hedged) Active ETF
JHPI,Jpmorgan Equity Premium Income (Hedged) Active ETF,Australia,AU,AUD,ETF,AU0000271736,JHPI,Jpmorgan Equity Premium Income (Hedged) Active ETF
JHX,James Hardie Industries Plc,Australia,AU,AUD,Common Stock,AU000000JHX1,JHX,James Hardie Industries Plc
JIN,Jumbo Interactive Ltd,Australia,AU,AUD,Common Stock,AU000000JIN0,JIN,Jumbo Interactive Ltd
JLG,Johns LYNG Group Ltd,Australia,AU,AUD,Common Stock,AU000000JLG8,JLG,Johns LYNG Group Ltd
JLL,Jindalee Lithium Ltd,Australia,AU,AUD,Common Stock,AU0000309577,JLL,Jindalee Lithium Ltd
JMS,Jupiter Mines Ltd,Australia,AU,AUD,Common Stock,AU0000005159,JMS,Jupiter Mines Ltd
JNDQ,Betashares Nasdaq Next Gen 100 ETF,Australia,AU,AUD,ETF,,JNDQ,Betashares Nasdaq Next Gen 100 ETF
JNO,Juno Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000134173,JNO,Juno Minerals Ltd
JNS,Janus Electric Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000395626,JNS,Janus Electric Holdings Ltd
JPEQ,Jpmorgan US 100Q Equity Premium Income Active ETF,Australia,AU,AUD,ETF,AU0000271710,JPEQ,Jpmorgan US 100Q Equity Premium Income Active ETF
JPHQ,Jpmorgan US 100Q EQ Prem Inc (Hedged) Active ETF,Australia,AU,AUD,ETF,AU0000271728,JPHQ,Jpmorgan US 100Q EQ Prem Inc (Hedged) Active ETF
JPR,Jupiter Energy Ltd,Australia,AU,AUD,Common Stock,AU000000JPR6,JPR,Jupiter Energy Ltd
JREG,Jpmorgan Global Research En INDEX EQTY Active ETF,Australia,AU,AUD,ETF,AU0000242430,JREG,Jpmorgan Global Research En INDEX EQTY Active ETF
JRHG,Jpmorgan Global Research En in EQTY (H) Active ETF,Australia,AU,AUD,ETF,AU0000301343,JRHG,Jpmorgan Global Research En in EQTY (H) Active ETF
JYC,Joyce Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000JYC0,JYC,Joyce Corporation Ltd
JZRO,Janus Henderson Net ZERO Transition Active ETF,Australia,AU,AUD,ETF,AU0000209348,JZRO,Janus Henderson Net ZERO Transition Active ETF
KAI,Kairos Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000KAI5,KAI,Kairos Minerals Ltd
KAL,Kalgoorlie Gold Mining Ltd,Australia,AU,AUD,Common Stock,AU0000180226,KAL,Kalgoorlie Gold Mining Ltd
KAM,K2 Asset Management Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000KAM7,KAM,K2 Asset Management Holdings Ltd
KAR,Karoon Energy Ltd,Australia,AU,AUD,Common Stock,AU000000KAR6,KAR,Karoon Energy Ltd
KAT,Katana Capital Ltd,Australia,AU,AUD,Common Stock,AU000000KAT2,KAT,Katana Capital Ltd
KAU,Kaiser Reef Ltd,Australia,AU,AUD,Common Stock,AU0000072506,KAU,Kaiser Reef Ltd
KBC,Keybridge Capital Ltd,Australia,AU,AUD,Common Stock,AU000000KBC6,KBC,Keybridge Capital Ltd
KCC,Kincora Copper Ltd,Australia,AU,AUD,Common Stock,AU0000138877,KCC,Kincora Copper Ltd
KCN,Kingsgate Consolidated Ltd,Australia,AU,AUD,Common Stock,AU000000KCN1,KCN,Kingsgate Consolidated Ltd
KEY,KEY Petroleum Ltd,Australia,AU,AUD,Common Stock,AU000000KEY4,KEY,KEY Petroleum Ltd
KFM,Kingfisher Mining Ltd,Australia,AU,AUD,Common Stock,AU0000118473,KFM,Kingfisher Mining Ltd
KGD,Kula Gold Ltd,Australia,AU,AUD,Common Stock,AU000000KGD3,KGD,Kula Gold Ltd
KGL,KGL Resources Ltd,Australia,AU,AUD,Common Stock,AU000000KGL6,KGL,KGL Resources Ltd
KGN,Kogan.com Ltd,Australia,AU,AUD,Common Stock,AU000000KGN2,KGN,Kogan.com Ltd
KKC,KKR Credit Income Fund,Australia,AU,AUD,Common Stock,AU0000060014,KKC,KKR Credit Income Fund
KKO,Kinetiko Energy Ltd,Australia,AU,AUD,Common Stock,AU000000KKO2,KKO,Kinetiko Energy Ltd
KLI,Killi Resources Ltd,Australia,AU,AUD,Common Stock,AU0000191058,KLI,Killi Resources Ltd
KLR,Kaili Resources Ltd,Australia,AU,AUD,Common Stock,BMG5220L1090,KLR,Kaili Resources Ltd
KLS,Kelsian Group Ltd,Australia,AU,AUD,Common Stock,AU0000186678,KLS,Kelsian Group Ltd
KM1,Kali Metals Ltd,Australia,AU,AUD,Common Stock,,KM1,Kali Metals Ltd
KMD,KMD Brands Ltd,Australia,AU,AUD,Common Stock,NZKMDE0001S3,KMD,KMD Brands Ltd
KME,Kip Mcgrath Education Centres Ltd,Australia,AU,AUD,Common Stock,AU000000KME9,KME,Kip Mcgrath Education Centres Ltd
KNB,Koonenberry Gold Ltd,Australia,AU,AUD,Common Stock,AU0000165896,KNB,Koonenberry Gold Ltd
KNG,Kingsland Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000218869,KNG,Kingsland Minerals Ltd
KNI,Kuniko Ltd,Australia,AU,AUD,Common Stock,AU0000159840,KNI,Kuniko Ltd
KNM,Kneomedia Ltd,Australia,AU,AUD,Common Stock,AU000000KNM0,KNM,Kneomedia Ltd
KNO,Knosys Ltd,Australia,AU,AUD,Common Stock,AU000000KNO6,KNO,Knosys Ltd
KOB,Koba Resources Ltd,Australia,AU,AUD,Common Stock,AU0000212375,KOB,Koba Resources Ltd
KOR,Korab Resources Ltd,Australia,AU,AUD,Common Stock,AU000000KOR7,KOR,Korab Resources Ltd
KOV,Korvest Ltd,Australia,AU,AUD,Common Stock,AU000000KOV9,KOV,Korvest Ltd
KP2,Kore Potash Plc,Australia,AU,AUD,Common Stock,AU000000KP25,KP2,Kore Potash Plc
KPG,Kelly Partners Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000KPG7,KPG,Kelly Partners Group Holdings Ltd
KPO,Kalina Power Ltd,Australia,AU,AUD,Common Stock,AU000000KPO1,KPO,Kalina Power Ltd
KRM,Kingsrose Mining Ltd,Australia,AU,AUD,Common Stock,AU000000KRM1,KRM,Kingsrose Mining Ltd
KRR,King River Resources Ltd,Australia,AU,AUD,Common Stock,AU0000033102,KRR,King River Resources Ltd
KSC,K & S Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000KSC0,KSC,K & S Corporation Ltd
KSL,Kina Securities Ltd,Australia,AU,AUD,Common Stock,PG000A143KS8,KSL,Kina Securities Ltd
KSM,K2 Australian Small Cap Hedge Fund - Complex ETF,Australia,AU,AUD,ETF,AU000000KSM9,KSM,K2 Australian Small Cap Hedge Fund - Complex ETF
KSN,Kingston Resources Ltd,Australia,AU,AUD,Common Stock,AU000000KSN7,KSN,Kingston Resources Ltd
KTA,Krakatoa Resources Ltd,Australia,AU,AUD,Common Stock,AU000000KTA2,KTA,Krakatoa Resources Ltd
KTG,K-Tig Ltd,Australia,AU,AUD,Common Stock,AU0000059644,KTG,K-Tig Ltd
KYP,Kinatico Ltd,Australia,AU,AUD,Common Stock,AU0000247082,KYP,Kinatico Ltd
KZR,Kalamazoo Resources Ltd,Australia,AU,AUD,Common Stock,AU000000KZR3,KZR,Kalamazoo Resources Ltd
L1HI,L1 Capital International (Hedged) Active ETF,Australia,AU,AUD,ETF,,L1HI,L1 Capital International (Hedged) Active ETF
L1IF,L1 Capital International (Unhedged) Active ETF,Australia,AU,AUD,ETF,AU0000302960,L1IF,L1 Capital International (Unhedged) Active ETF
L1M,Lightning Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000247256,L1M,Lightning Minerals Ltd
LAM,Laramide Resources Ltd,Australia,AU,AUD,Common Stock,AU000000LAM5,LAM,Laramide Resources Ltd
LAT,Latitude 66 Ltd,Australia,AU,AUD,Common Stock,,LAT,Latitude 66 Ltd
LAU,Lindsay Australia Ltd,Australia,AU,AUD,Common Stock,AU000000LAU8,LAU,Lindsay Australia Ltd
LBL,Laserbond Ltd,Australia,AU,AUD,Common Stock,AU000000LBL5,LBL,Laserbond Ltd
LCE,London City Equities Ltd,Australia,AU,AUD,Common Stock,AU000000LCE8,LCE,London City Equities Ltd
LCL,LCL Resources Ltd,Australia,AU,AUD,Common Stock,AU0000075954,LCL,LCL Resources Ltd
LCY,Legacy Iron Ore Ltd,Australia,AU,AUD,Common Stock,AU000000LCY6,LCY,Legacy Iron Ore Ltd
LDR,Lode Resources Ltd,Australia,AU,AUD,Common Stock,AU0000147258,LDR,Lode Resources Ltd
LDX,Lumos Diagnostics Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000157091,LDX,Lumos Diagnostics Holdings Ltd
LEG,Legend Mining Ltd,Australia,AU,AUD,Common Stock,AU000000LEG9,LEG,Legend Mining Ltd
LEL,Lithium Energy Ltd,Australia,AU,AUD,Common Stock,AU0000143497,LEL,Lithium Energy Ltd
LEND,Vaneck GLBL Listed Private Credit (Aud Hedged) ETF,Australia,AU,AUD,ETF,,LEND,Vaneck GLBL Listed Private Credit (Aud Hedged) ETF
LEVR,First Sentier Geared Australian Share Complex ETF,Australia,AU,AUD,ETF,AU60PIM75906,LEVR,First Sentier Geared Australian Share Complex ETF
LEX,Lefroy Exploration Ltd,Australia,AU,AUD,Common Stock,VGG5520W1023,LEX,Lefroy Exploration Ltd
LF1,La Trobe Private Credit Fund,Australia,AU,AUD,Common Stock,AU0000398133,LF1,La Trobe Private Credit Fund
LFG,Liberty Financial Group,Australia,AU,AUD,Common Stock,AU0000121634,LFG,Liberty Financial Group
LFS,Latitude Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000143687,LFS,Latitude Group Holdings Ltd
LFSPA,Latitude Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000176901,LFSPA,Latitude Group Holdings Ltd
LGI,LGI Ltd,Australia,AU,AUD,Common Stock,AU0000237638,LGI,LGI Ltd
LGL,Lynch Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000140477,LGL,Lynch Group Holdings Ltd
LGM,Legacy Minerals Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000165383,LGM,Legacy Minerals Holdings Ltd
LGP,Little Green Pharma Ltd,Australia,AU,AUD,Common Stock,AU0000074924,LGP,Little Green Pharma Ltd
LHGG,Lakehouse Global Growth Fund Active ETF,Australia,AU,AUD,ETF,AU0000385726,LHGG,Lakehouse Global Growth Fund Active ETF
LHM,Land & Homes Group Ltd,Australia,AU,AUD,Common Stock,AU000000LHM0,LHM,Land & Homes Group Ltd
LIC,Lifestyle Communities Ltd,Australia,AU,AUD,Common Stock,AU000000LIC9,LIC,Lifestyle Communities Ltd
LIN,Lindian Resources Ltd,Australia,AU,AUD,Common Stock,AU000000LIN6,LIN,Lindian Resources Ltd
LIO,Lion Energy Ltd,Australia,AU,AUD,Common Stock,AU000000LIO4,LIO,Lion Energy Ltd
LIS,Li-S Energy Ltd,Australia,AU,AUD,Common Stock,AU0000166597,LIS,Li-S Energy Ltd
LIT,Livium Ltd,Australia,AU,AUD,Common Stock,AU000000LIT3,LIT,Livium Ltd
LKE,Lake Resources N.L.,Australia,AU,AUD,Common Stock,AU000000LKE1,LKE,Lake Resources N.L.
LKO,Lakes Oil NL,Australia,AU,AUD,Common Stock,AU000000LKO0,LKO,Lakes Oil NL
LKY,Locksley Resources Ltd,Australia,AU,AUD,Common Stock,AU0000154015,LKY,Locksley Resources Ltd
LLC,Lendlease Group,Australia,AU,AUD,Common Stock,AU000000LLC3,LLC,Lendlease Group
LLI,Loyal Lithium Ltd.,Australia,AU,AUD,Common Stock,AU0000249443,LLI,Loyal Lithium Ltd.
LLL,Leo Lithium Ltd,Australia,AU,AUD,Common Stock,AU0000221251,LLL,Leo Lithium Ltd
LLM,Loyal Metals Ltd,Australia,AU,AUD,Common Stock,AU0000399131,LLM,Loyal Metals Ltd
LM1,Leeuwin Metals Ltd,Australia,AU,AUD,Common Stock,AU0000268286,LM1,Leeuwin Metals Ltd
LM8,Lunnon Metals Ltd,Australia,AU,AUD,Common Stock,AU0000148975,LM8,Lunnon Metals Ltd
LMG,Latrobe Magnesium Ltd,Australia,AU,AUD,Common Stock,AU000000LMG2,LMG,Latrobe Magnesium Ltd
LML,Lincoln Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000LML2,LML,Lincoln Minerals Ltd
LMLR,Rights - Applications Close 27-aug-2025 Deferred,Australia,AU,AUD,Common Stock,AU0000410342,LMLR,Rights - Applications Close 27-aug-2025 Deferred
LMS,Litchfield Minerals Ltd,Australia,AU,AUD,Common Stock,,LMS,Litchfield Minerals Ltd
LNAS,Global X Ultra Long Nasdaq 100 Complex ETF,Australia,AU,AUD,ETF,AU0000087728,LNAS,Global X Ultra Long Nasdaq 100 Complex ETF
LNQ,Linq Minerals Limited,Australia,AU,AUD,Common Stock,AU0000397960,LNQ,Linq Minerals Limited
LNR,Lanthanein Resources Ltd,Australia,AU,AUD,Common Stock,AU0000223505,LNR,Lanthanein Resources Ltd
LNRDB,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000404949,LNRDB,Ordinary Fully Paid Deferred Settlement
LNU,Linius Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000LNU1,LNU,Linius Technologies Ltd
LNW,Light & Wonder Inc,Australia,AU,AUD,Common Stock,AU0000278103,LNW,Light & Wonder Inc
LNYN,Lanyon Investment Fund Active ETF,Australia,AU,AUD,ETF,,LNYN,Lanyon Investment Fund Active ETF
LOC,Locate Technologies Ltd,Australia,AU,AUD,Common Stock,AU0000394611,LOC,Locate Technologies Ltd
LOM,Lucapa Diamond Company Ltd,Australia,AU,AUD,Common Stock,AU000000LOM6,LOM,Lucapa Diamond Company Ltd
LOT,Lotus Resources Ltd,Australia,AU,AUD,Common Stock,AU0000058737,LOT,Lotus Resources Ltd
LOV,Lovisa Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000LOV7,LOV,Lovisa Holdings Ltd
LPD,Lepidico Ltd,Australia,AU,AUD,Common Stock,AU000000LPD2,LPD,Lepidico Ltd
LPE,Locality Planning Energy Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000LPE0,LPE,Locality Planning Energy Holdings Ltd
LPGD,Loftus Peak Global Disruption Active ETF,Australia,AU,AUD,ETF,AU60MMC01100,LPGD,Loftus Peak Global Disruption Active ETF
LPM,Lithium Plus Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000214082,LPM,Lithium Plus Minerals Ltd
LRD,Lord Resources Ltd,Australia,AU,AUD,Common Stock,AU0000210098,LRD,Lord Resources Ltd
LRK,Lark Distilling Co. Ltd,Australia,AU,AUD,Common Stock,AU0000087264,LRK,Lark Distilling Co. Ltd
LRT,Lowell Resources Fund,Australia,AU,AUD,Common Stock,AU000000LRT4,LRT,Lowell Resources Fund
LRV,Larvotto Resources Ltd,Australia,AU,AUD,Common Stock,AU0000183253,LRV,Larvotto Resources Ltd
LSA,Lachlan Star Ltd,Australia,AU,AUD,Common Stock,AU000000LSA2,LSA,Lachlan Star Ltd
LSF,L1 Long Short Fund Ltd,Australia,AU,AUD,Common Stock,AU0000002339,LSF,L1 Long Short Fund Ltd
LSGE,Loomis Sayles Global Equity Fund - Active ETF,Australia,AU,AUD,ETF,AU0000171969,LSGE,Loomis Sayles Global Equity Fund - Active ETF
LSR,Lodestar Minerals Ltd,Australia,AU,AUD,Common Stock,AU000000LSR6,LSR,Lodestar Minerals Ltd
LSX,Lion Selection Group Ltd,Australia,AU,AUD,Common Stock,AU000000LSX4,LSX,Lion Selection Group Ltd
LTP,LTR Pharma Ltd,Australia,AU,AUD,Common Stock,AU0000305294,LTP,LTR Pharma Ltd
LTR,Liontown Resources Ltd,Australia,AU,AUD,Common Stock,AU000000LTR4,LTR,Liontown Resources Ltd
LU7,Lithium Universe Ltd,Australia,AU,AUD,Common Stock,AU000000MGG2,LU7,Lithium Universe Ltd
LVE,Love Group Global Ltd,Australia,AU,AUD,Common Stock,AU000000LVE8,LVE,Love Group Global Ltd
LYC,Lynas Rare EARTHS Ltd,Australia,AU,AUD,Common Stock,AU000000LYC6,LYC,Lynas Rare EARTHS Ltd
LYK,Lykos Metals Ltd,Australia,AU,AUD,Common Stock,AU0000178014,LYK,Lykos Metals Ltd
LYL,Lycopodium Ltd,Australia,AU,AUD,Common Stock,AU000000LYL7,LYL,Lycopodium Ltd
M24,Mamba Exploration Ltd,Australia,AU,AUD,Common Stock,AU0000129348,M24,Mamba Exploration Ltd
M2M,MT Malcolm Mines NL,Australia,AU,AUD,Common Stock,AU0000169914,M2M,MT Malcolm Mines NL
M2R,Miramar Resources Ltd,Australia,AU,AUD,Common Stock,AU0000105637,M2R,Miramar Resources Ltd
M3M,M3 Mining Ltd,Australia,AU,AUD,Common Stock,AU0000157661,M3M,M3 Mining Ltd
M4M,Macro Metals Ltd,Australia,AU,AUD,Common Stock,AU0000260903,M4M,Macro Metals Ltd
M79,Mammoth Minerals Limited,Australia,AU,AUD,Common Stock,AU0000411837,M79,Mammoth Minerals Limited
M7T,MACH7 Technologies Ltd,Australia,AU,AUD,Common Stock,AU000000M7T0,M7T,MACH7 Technologies Ltd
MA1,MA Credit Income Trust,Australia,AU,AUD,ETF,,MA1,MA Credit Income Trust
MAC,MAC Copper Ltd,Australia,AU,AUD,Common Stock,AU0000319733,MAC,MAC Copper Ltd
MAD,Mader Group Ltd,Australia,AU,AUD,Common Stock,AU0000056269,MAD,Mader Group Ltd
MAET,Munro Global Growth Fund Complex ETF,Australia,AU,AUD,ETF,AU0000111981,MAET,Munro Global Growth Fund Complex ETF
MAF,MA Financial Group Ltd,Australia,AU,AUD,Common Stock,AU0000156218,MAF,MA Financial Group Ltd
MAG,Magmatic Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MAG5,MAG,Magmatic Resources Ltd
MAH,Macmahon Holdings Ltd,Australia,AU,AUD,Common Stock,AU000000MAH3,MAH,Macmahon Holdings Ltd
MAM,Microequities Asset Management Group Ltd,Australia,AU,AUD,Common Stock,AU0000004517,MAM,Microequities Asset Management Group Ltd
MAN,Mandrake Resources Ltd,Australia,AU,AUD,Common Stock,AU0000054587,MAN,Mandrake Resources Ltd
MAP,Microba Life Sciences Ltd,Australia,AU,AUD,Common Stock,AU0000209868,MAP,Microba Life Sciences Ltd
MAQ,Macquarie Technology Group Ltd,Australia,AU,AUD,Common Stock,AU000000MAQ4,MAQ,Macquarie Technology Group Ltd
MAT,Matsa Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MAT8,MAT,Matsa Resources Ltd
MAU,Magnetic Resources NL,Australia,AU,AUD,Common Stock,AU000000MAU6,MAU,Magnetic Resources NL
MAUCA,Magnetic Resources NL,Australia,AU,AUD,Common Stock,AU0000MAUCA0,MAUCA,Magnetic Resources NL
MAY,Melbana Energy Ltd,Australia,AU,AUD,Common Stock,AU000000MAY8,MAY,Melbana Energy Ltd
MBH,Maggie Beer Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000096554,MBH,Maggie Beer Holdings Ltd
MBK,Metal Bank Ltd,Australia,AU,AUD,Common Stock,AU000000MBK5,MBK,Metal Bank Ltd
MBLPD,Macquarie Bank Ltd,Australia,AU,AUD,Common Stock,,MBLPD,Macquarie Bank Ltd
MBX,My Foodie BOX Ltd,Australia,AU,AUD,Common Stock,,MBX,My Foodie BOX Ltd
MCA,Murray Cod Australia Ltd,Australia,AU,AUD,Common Stock,AU000000MCA4,MCA,Murray Cod Australia Ltd
MCCL,Munro Climate Change Leaders Fund Active ETF,Australia,AU,AUD,ETF,AU0000192668,MCCL,Munro Climate Change Leaders Fund Active ETF
MCE,Matrix Composites & Engineering Ltd,Australia,AU,AUD,Common Stock,AU000000MCE6,MCE,Matrix Composites & Engineering Ltd
MCGG,Munro Concentrated Global Growth Active ETF,Australia,AU,AUD,ETF,AU0000204737,MCGG,Munro Concentrated Global Growth Active ETF
MCM,MC Mining Ltd,Australia,AU,AUD,Common Stock,AU000000MCM9,MCM,MC Mining Ltd
MCO,Myeco Group Ltd,Australia,AU,AUD,ETF,,MCO,Myeco Group Ltd
MCP,Mcphersons Ltd,Australia,AU,AUD,Common Stock,AU000000MCP2,MCP,Mcphersons Ltd
MCY,Mercury NZ Ltd,Australia,AU,AUD,Common Stock,NZMRPE0001S2,MCY,Mercury NZ Ltd
MDI,Middle Island Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MDI5,MDI,Middle Island Resources Ltd
MDR,Medadvisor Ltd,Australia,AU,AUD,Common Stock,AU000000MDR6,MDR,Medadvisor Ltd
MDX,Mindax Ltd,Australia,AU,AUD,Common Stock,AU000000MDX4,MDX,Mindax Ltd
MEC,Morphic Ethical Equities Fund Ltd,Australia,AU,AUD,Common Stock,AU000000MEC6,MEC,Morphic Ethical Equities Fund Ltd
MEG,Megado Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000105025,MEG,Megado Minerals Ltd
MEI,Meteoric Resources NL,Australia,AU,AUD,Common Stock,AU000000MEI3,MEI,Meteoric Resources NL
MEK,Meeka Metals Ltd,Australia,AU,AUD,Common Stock,AU0000192726,MEK,Meeka Metals Ltd
MEL,Metgasco Ltd,Australia,AU,AUD,Common Stock,AU000000MEL7,MEL,Metgasco Ltd
MEM,Memphasys Ltd,Australia,AU,AUD,Common Stock,AU000000MEM5,MEM,Memphasys Ltd
MEU,Marmota Ltd,Australia,AU,AUD,Common Stock,AU000000MEU8,MEU,Marmota Ltd
MEZ,Meridian Energy Ltd,Australia,AU,AUD,Common Stock,NZMELE0002S7,MEZ,Meridian Energy Ltd
MFD,Mayfield Childcare Ltd,Australia,AU,AUD,Common Stock,AU000000MFD1,MFD,Mayfield Childcare Ltd
MFF,MFF Capital Investments Ltd,Australia,AU,AUD,Common Stock,AU000000MFF6,MFF,MFF Capital Investments Ltd
MFG,Magellan Financial Group Ltd,Australia,AU,AUD,Common Stock,AU000000MFG4,MFG,Magellan Financial Group Ltd
MFOA,Milford Australian Absolute Growth Complex ETF,Australia,AU,AUD,ETF,AU0000240558,MFOA,Milford Australian Absolute Growth Complex ETF
MGA,Metalsgrove Mining Ltd,Australia,AU,AUD,Common Stock,AU0000223257,MGA,Metalsgrove Mining Ltd
MGH,Maas Group Holdings Ltd,Australia,AU,AUD,Common Stock,AU0000118564,MGH,Maas Group Holdings Ltd
MGL,Magontec Ltd,Australia,AU,AUD,Common Stock,AU000000MGL2,MGL,Magontec Ltd
MGOC,Magellan Global Fund -Open Class Units -Active ETF,Australia,AU,AUD,ETF,AU60MGE00019,MGOC,Magellan Global Fund -Open Class Units -Active ETF
MGR,Mirvac Group,Australia,AU,AUD,Common Stock,AU000000MGR9,MGR,Mirvac Group
MGT,Magnetite Mines Ltd,Australia,AU,AUD,Common Stock,AU000000MGT5,MGT,Magnetite Mines Ltd
MGTRG,Rights - Applications Close 29-aug-2025 Deferred,Australia,AU,AUD,Common Stock,AU0000411043,MGTRG,Rights - Applications Close 29-aug-2025 Deferred
MGU,Magnum Mining and Exploration Ltd,Australia,AU,AUD,Common Stock,AU000000MGU3,MGU,Magnum Mining and Exploration Ltd
MGX,Mount Gibson Iron Ltd,Australia,AU,AUD,Common Stock,AU000000MGX7,MGX,Mount Gibson Iron Ltd
MHC,Manhattan Corporation Ltd,Australia,AU,AUD,Common Stock,AU000000MHC9,MHC,Manhattan Corporation Ltd
MHG,Magellan Global EQ Fund (Currencyhdg) - Active ETF,Australia,AU,AUD,ETF,AU000000MHG0,MHG,Magellan Global EQ Fund (Currencyhdg) - Active ETF
MHHT,Magellan High Conviction Trust - Active ETF,Australia,AU,AUD,ETF,AU0000163883,MHHT,Magellan High Conviction Trust - Active ETF
MHI,Merchant House International Ltd,Australia,AU,AUD,Common Stock,BMG5996M1091,MHI,Merchant House International Ltd
MHJ,Michael Hill International Ltd,Australia,AU,AUD,Common Stock,AU000000MHJ4,MHJ,Michael Hill International Ltd
MHK,Metal Hawk Ltd,Australia,AU,AUD,Common Stock,AU0000109597,MHK,Metal Hawk Ltd
MHM,Mount Hope Mining Ltd,Australia,AU,AUD,Common Stock,,MHM,Mount Hope Mining Ltd
MHOT,Vaneck Morningstar Wide Moat (Aud Hedged) ETF,Australia,AU,AUD,ETF,AU0000302838,MHOT,Vaneck Morningstar Wide Moat (Aud Hedged) ETF
MI6,Minerals 260 Ltd,Australia,AU,AUD,Common Stock,AU0000173486,MI6,Minerals 260 Ltd
MICH,Magellan Infra Fund (Currency Hedged) - Active ETF,Australia,AU,AUD,ETF,AU00000MICH7,MICH,Magellan Infra Fund (Currency Hedged) - Active ETF
MIN,Mineral Resources Ltd,Australia,AU,AUD,Common Stock,AU000000MIN4,MIN,Mineral Resources Ltd
MIO,Macarthur Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000062440,MIO,Macarthur Minerals Ltd
MIR,Mirrabooka Investments Ltd,Australia,AU,AUD,Common Stock,AU000000MIR5,MIR,Mirrabooka Investments Ltd
MKAX,Montaka Global Extension Fund - Complex ETF,Australia,AU,AUD,ETF,AU0000092033,MKAX,Montaka Global Extension Fund - Complex ETF
MKL,Mighty Kingdom Ltd,Australia,AU,AUD,Common Stock,AU0000141517,MKL,Mighty Kingdom Ltd
MKLDB,Ordinary Fully Paid Deferred Settlement,Australia,AU,AUD,Common Stock,AU0000396665,MKLDB,Ordinary Fully Paid Deferred Settlement
MKR,Manuka Resources Ltd,Australia,AU,AUD,Common Stock,AU0000090292,MKR,Manuka Resources Ltd
MLG,MLG OZ Ltd,Australia,AU,AUD,Common Stock,AU0000144610,MLG,MLG OZ Ltd
MLS,Metals Australia Ltd,Australia,AU,AUD,Common Stock,AU000000MLS7,MLS,Metals Australia Ltd
MLX,Metals X Ltd,Australia,AU,AUD,Common Stock,AU000000MLX7,MLX,Metals X Ltd
MM1,Midas Minerals Ltd,Australia,AU,AUD,Common Stock,AU0000166142,MM1,Midas Minerals Ltd
MM8,Medallion Metals Ltd,Australia,AU,AUD,Common Stock,AU0000138828,MM8,Medallion Metals Ltd
